facility_id,animal_id,date_coll,date_proc,sample_source,pasture_id,date_ahtr,ah,monz,coo,trist,haemo,oesp,trich,ost,buno,dictoc,unid,epg,det
nabu_beef,,,,,,,,,,,,,,,,,,,
